text,label,Word Count,Sentence Count,tokens,text_length
यसता जातीय विभेद लाई अनय गरन काे लागि दोषिलाई यसतो सजाय दिनु परछ र कारवाही गरेको भिडियो लाइभ गरदै तयो भिडियो हेरेर फेरि तयहि गलति दोहोरयाउने आँट कसैले नगरोस मेरो सानो सुझाव,Negative,32,1,"['यसता', 'जातीय', 'विभेद', 'अनय', 'गरन', 'काे', 'दोषिलाई', 'यसतो', 'सजाय', 'दिनु', 'कारवाही', 'गरेको', 'भिडियो', 'लाइभ', 'गरदै', 'तयो', 'भिडियो', 'हेरेर', 'तयहि', 'गलति', 'दोहोरयाउने', 'आँट', 'नगरोस', 'मेरो', 'सानो', 'सुझाव']",172
देश बिगारने नेता हुन तिनै नेतालाई जिताउने हामी कति जिममेवार हुनि जय रबि सर,Negative,14,1,"['देश', 'बिगारने', 'नेता', 'तिनै', 'नेतालाई', 'जिताउने', 'कति', 'जिममेवार', 'हुनि', 'जय', 'रबि', 'सर']",74
कषि परधान देश यसताे छ हालत किसानकाे लाज पनि लागदैन समबनधित वयकतिलाई सरकार परमुख एमसिसिकाे पैसामा रयाल काढीराकाेछ कसताे लाज पचेकाे यिाीहरू,Negative,22,1,"['कषि', 'परधान', 'देश', 'यसताे', 'हालत', 'किसानकाे', 'लाज', 'लागदैन', 'समबनधित', 'वयकतिलाई', 'सरकार', 'परमुख', 'एमसिसिकाे', 'पैसामा', 'रयाल', 'काढीराकाेछ', 'कसताे', 'लाज', 'पचेकाे', 'यिाीहरू']",137
गरीब लाइ जैले पेलेको पेलै हुनछ चनदरे कामी गरीब सँगै दलित भएको ले गरदा केटि पछे ले सवीकार नवाएको तयतरो २०जना समुवा जाँदा एउटा पनि पुलिस ले समातेर खोज खाज गरन नसकने अनी केटि संग सोध खोज गरनु नसकने नेपाल पुलिस चाँडै भनदा चाँडै अनुसनधान होस,Negative,46,1,"['गरीब', 'लाइ', 'जैले', 'पेलेको', 'पेलै', 'चनदरे', 'कामी', 'गरीब', 'सँगै', 'दलित', 'गरदा', 'केटि', 'पछे', 'सवीकार', 'नवाएको', 'तयतरो', '२०जना', 'समुवा', 'जाँदा', 'एउटा', 'पुलिस', 'समातेर', 'खोज', 'खाज', 'गरन', 'नसकने', 'अनी', 'केटि', 'सोध', 'खोज', 'नसकने', 'नेपाल', 'पुलिस', 'चाँडै', 'भनदा', 'चाँडै', 'अनुसनधान', 'होस']",236
नेपाल मा धेरै आमाहरुका कोख रिततियका छन यसता घटनाहरुको रामरोसँग छानबिन गरेर दोषीलाई कडा कारवाही होस रबि सर,Negative,18,1,"['नेपाल', 'आमाहरुका', 'कोख', 'रिततियका', 'छन', 'यसता', 'घटनाहरुको', 'रामरोसँग', 'छानबिन', 'गरेर', 'दोषीलाई', 'कडा', 'कारवाही', 'होस', 'रबि', 'सर']",105
हामीले सोचेका थियौ कि आज पककै पनि kmc college को समाचार यस कारयकरममा आउछ किनकि दिनभरि galaxy 4k van तयतै थियो तर अबसोच रवि दाईले विधयारथीको आवाजलाई सुनीदिनु भएन,Negative,29,1,"['सोचेका', 'थियौ', 'कि', 'पककै', 'kmc', 'college', 'समाचार', 'कारयकरममा', 'आउछ', 'किनकि', 'दिनभरि', 'galaxy', '4k', 'van', 'तयतै', 'थियो', 'अबसोच', 'रवि', 'दाईले', 'विधयारथीको', 'आवाजलाई', 'सुनीदिनु', 'भएन']",160
म पनि किसानी नै हु तर अरु केही नदिएपनी मल र बीउ मातरै दिए पनि कति सहज हुनथयो होला भननी सपना मातरै भयो किसानी को पनि दुख देखने गरोस नेता होकि देश बेचुवा हुन कषि परधान देश भनेर पुरखा हरु ले नाम राखे अहिले को चोरै चोर हरु लाई लाज छैन कषि को हातल कसतो छ,Negative,56,1,"['किसानी', 'हु', 'नदिएपनी', 'मल', 'बीउ', 'मातरै', 'दिए', 'कति', 'सहज', 'हुनथयो', 'भननी', 'मातरै', 'किसानी', 'दुख', 'देखने', 'गरोस', 'नेता', 'होकि', 'देश', 'बेचुवा', 'कषि', 'परधान', 'देश', 'भनेर', 'पुरखा', 'नाम', 'राखे', 'चोरै', 'चोर', 'लाज', 'कषि', 'हातल', 'कसतो']",249
हजुरहरुको यति धेरै माया र साथको लागि एकदमै आभारी छु आउदों हपता बाट द भवाइस किडस को लाइभ राउणड सुरु हुदैं छ मलाइ हजुरहरुले भोट गरेर साथ दिन सकनुहुनेछ अबको निरणय दरशककै हातमा छ,Positive,34,1,"['हजुरहरुको', 'यति', 'माया', 'साथको', 'एकदमै', 'आभारी', 'छु', 'आउदों', 'हपता', 'द', 'भवाइस', 'किडस', 'लाइभ', 'राउणड', 'सुरु', 'हुदैं', 'मलाइ', 'हजुरहरुले', 'भोट', 'गरेर', 'दिन', 'सकनुहुनेछ', 'अबको', 'निरणय', 'दरशककै', 'हातमा']",174
मुलुक बिकास को मारग चितर बनाउन तेति सजिलो छैन बोरो हरु,Negative,11,1,"['मुलुक', 'बिकास', 'मारग', 'चितर', 'बनाउन', 'तेति', 'बोरो']",54
मेरो पयारो नेपाल,Positive,3,1,"['मेरो', 'पयारो', 'नेपाल']",16
चनदर कामी लाई छिटो नयाय दे,Positive,6,1,"['चनदर', 'कामी', 'छिटो', 'नयाय', 'दे']",26
सलाम छ रबिसर लगायत समपूरण टिमलाई,Positive,6,1,"['सलाम', 'रबिसर', 'लगायत', 'समपूरण', 'टिमलाई']",32
रवि सर को यो परोगराम सीधा कुरा एकदमै रामरो छगरीब दुखी जनता को चासो र गुनासो लाई लिएर भणडफोर गरनु हुनछ,Positive,21,1,"['रवि', 'सर', 'परोगराम', 'एकदमै', 'रामरो', 'छगरीब', 'दुखी', 'जनता', 'चासो', 'गुनासो', 'लिएर', 'भणडफोर']",101
काम गरन नसकने र नजानने मनतरी नभइदिए हुनथयो,Negative,8,1,"['काम', 'गरन', 'नसकने', 'नजानने', 'मनतरी', 'नभइदिए', 'हुनथयो']",42
रिपाेरट बनाएर मातर केहि हुनेवाला छैन रवि जिजवाफ जसरि नि दिन मिलछनेेततवमा जाने कममर कसनुस न अबकि तयाे लयाकत छैनके ले राेकेकाे छ तपाईंलाईकि जनताले साथ नदेलान भनने डर छ,Negative,30,1,"['रिपाेरट', 'बनाएर', 'मातर', 'हुनेवाला', 'रवि', 'जिजवाफ', 'जसरि', 'नि', 'दिन', 'मिलछनेेततवमा', 'जाने', 'कममर', 'कसनुस', 'अबकि', 'तयाे', 'लयाकत', 'छैनके', 'राेकेकाे', 'तपाईंलाईकि', 'जनताले', 'नदेलान', 'डर']",165
शासतरमा सपसटै लेखया छ नि सतरीसंग बहस नगरनुस भनेर,Negative,9,1,"['शासतरमा', 'सपसटै', 'लेखया', 'नि', 'सतरीसंग', 'बहस', 'नगरनुस', 'भनेर']",48
यदि उसले हातती उडछ भनिन भने पनि बहस नगरनु बरु भननु हो हो मैले नि देखेको आज बिहान मातर हामरो घर छेउको तारमा बसेथयो,Neutral,24,1,"['उसले', 'हातती', 'उडछ', 'भनिन', 'बहस', 'नगरनु', 'बरु', 'भननु', 'नि', 'देखेको', 'बिहान', 'मातर', 'हामरो', 'घर', 'छेउको', 'तारमा', 'बसेथयो']",113
देश तथा विदेश बाट सिधा कुरा नछुटाई हेरनुहुने समपुरण दरशक महानुभाव हरु आउनुहोस हामरो तिर धनयवाद अहिले कतारदेखि हेरदैछु,Positive,19,1,"['देश', 'तथा', 'विदेश', 'सिधा', 'नछुटाई', 'हेरनुहुने', 'समपुरण', 'दरशक', 'महानुभाव', 'आउनुहोस', 'हामरो', 'तिर', 'धनयवाद', 'कतारदेखि', 'हेरदैछु']",117
देश र जनताको लागि आवशयक रवी सर,Positive,7,1,"['देश', 'जनताको', 'आवशयक', 'रवी', 'सर']",30
छुवाछुत नगरौं सबै एउटै हो सबै मानछेको दिल हुनछ,Positive,9,1,"['छुवाछुत', 'नगरौं', 'एउटै', 'मानछेको', 'दिल']",46
तपाईं आँफुलाई तयहाँ राखेर हेरनुस कसतो bad feel हुनछ,Neutral,9,1,"['आँफुलाई', 'तयहाँ', 'राखेर', 'हेरनुस', 'कसतो', 'bad', 'feel']",51
सहि हो अब बिकास नगरने नेतालाई निकास पनि दिनुहुँदैन no entry,Negative,11,1,"['सहि', 'बिकास', 'नगरने', 'नेतालाई', 'निकास', 'दिनुहुँदैन', 'entry']",59
देशमा राजनेता सहि नभए यसतै हुनछ नेता देशभकत र जनताभकत हुनजरुरि छ रबि सर देश बनाउनछ भने पतरकारिताबाट अनुभव बटुलेर छिटै राजनितिमा आउनजरुरि छ देश बनाउने हो भने नतर हुदैन मेरो अनुभव,Negative,32,1,"['देशमा', 'राजनेता', 'सहि', 'नभए', 'यसतै', 'नेता', 'देशभकत', 'जनताभकत', 'हुनजरुरि', 'रबि', 'सर', 'देश', 'बनाउनछ', 'पतरकारिताबाट', 'अनुभव', 'बटुलेर', 'छिटै', 'राजनितिमा', 'आउनजरुरि', 'देश', 'बनाउने', 'नतर', 'हुदैन', 'मेरो', 'अनुभव']",177
रबि गरिब दुखिहरुको सहारा हो कसले भनछ रबिले केहि गरेको छैन भनेर बिगत हेरेर बोले हुनछ,Positive,16,1,"['रबि', 'गरिब', 'दुखिहरुको', 'सहारा', 'कसले', 'भनछ', 'रबिले', 'गरेको', 'भनेर', 'बिगत', 'हेरेर', 'बोले']",83
बुलनद आवाज बोलिदिनु भयो आज सलाम छ रबि दाइ,Positive,9,1,"['बुलनद', 'आवाज', 'बोलिदिनु', 'सलाम', 'रबि', 'दाइ']",41
यो गमभिर बिषय हो एउटा कारयकरम पुरै कषिको बनाउनु परयो रवि दाई मिलछ भने,Neutral,14,1,"['गमभिर', 'बिषय', 'एउटा', 'कारयकरम', 'पुरै', 'कषिको', 'बनाउनु', 'परयो', 'रवि', 'दाई', 'मिलछ']",69
हामी सबै ले चनदर कामी को नयाय को लागि परसासन लाई दबाब दिउ,Neutral,13,1,"['चनदर', 'कामी', 'नयाय', 'परसासन', 'दबाब', 'दिउ']",57
जबसमम जनताले परतयेकष भोट हालेर परधानमनतरी चुनन पाउदैनन तबसमम नेपालमा यसतै हुनछ सासदले चुनने बयबसथा रहेसमम न बिकास न निकास हुनछ घनशयाम भुसाल जसतो समदधिका गफ छाटनेले त मल लयाउन सकेन अरुको के कुरा गरौं,Negative,35,1,"['जबसमम', 'जनताले', 'परतयेकष', 'भोट', 'हालेर', 'परधानमनतरी', 'चुनन', 'पाउदैनन', 'तबसमम', 'नेपालमा', 'यसतै', 'सासदले', 'चुनने', 'बयबसथा', 'रहेसमम', 'बिकास', 'निकास', 'घनशयाम', 'भुसाल', 'जसतो', 'समदधिका', 'गफ', 'छाटनेले', 'मल', 'लयाउन', 'सकेन', 'अरुको', 'गरौं']",198
नेतर बहादुर भणडारी जीउलाई रातीको पौने१० बजे चिनतित हुनुहुनछ अरे कसको बिसयमा तयो पनि किसानको लागि वहा Day of the joke कुरो,Negative,22,1,"['नेतर', 'बहादुर', 'भणडारी', 'जीउलाई', 'रातीको', 'पौने१०', 'बजे', 'चिनतित', 'हुनुहुनछ', 'अरे', 'बिसयमा', 'तयो', 'किसानको', 'वहा', 'Day', 'joke', 'कुरो']",121
नमसकार रबि जी सहित पूरा टिमलाई,Positive,6,1,"['नमसकार', 'रबि', 'जी', 'सहित', 'पूरा', 'टिमलाई']",30
यसतो छ हुमला को परहरी परमुख बोलनै नसकने यसतो ढिलो परहरी परसासन बाट कसतो अनुसनधान होलाखै बाँकी केही भनन सकिनन,Negative,20,1,"['यसतो', 'हुमला', 'परहरी', 'परमुख', 'बोलनै', 'नसकने', 'यसतो', 'ढिलो', 'परहरी', 'परसासन', 'कसतो', 'अनुसनधान', 'होलाखै', 'बाँकी', 'भनन', 'सकिनन']",108
सुतेकाे दलित सग कहिले समम जयादति गरछाैं हाे जुन दिन दलित हरु तिमरो जयादति बिरुदध एकजुट हुनेछन तयो दिन तिमरो अनतिम दिन हुनेछ,Negative,23,1,"['सुतेकाे', 'दलित', 'सग', 'कहिले', 'समम', 'जयादति', 'गरछाैं', 'हाे', 'जुन', 'दिन', 'दलित', 'तिमरो', 'जयादति', 'बिरुदध', 'एकजुट', 'हुनेछन', 'तयो', 'दिन', 'तिमरो', 'अनतिम', 'दिन', 'हुनेछ']",123
रबि जि को बुलनद आवज सुननुको लागि हाजिर भैयो सबै जनता एक भएर mcc को बिरोध गरुम,Negative,17,1,"['रबि', 'जि', 'बुलनद', 'आवज', 'सुननुको', 'हाजिर', 'भैयो', 'जनता', 'भएर', 'mcc', 'बिरोध', 'गरुम']",77
रबि सर काे बुलनद अावाजले मनै परफुललहुनछ जय रबि सर,Positive,10,1,"['रबि', 'सर', 'काे', 'बुलनद', 'अावाजले', 'मनै', 'परफुललहुनछ', 'जय', 'रबि', 'सर']",49
आज अलि चाँडै हेरन पाइयोसिधा कुरा विथ रवि लामिछाने,Neutral,9,1,"['अलि', 'चाँडै', 'हेरन', 'पाइयोसिधा', 'विथ', 'रवि', 'लामिछाने']",49
जय रवि सर जय नेपाल,Positive,5,1,"['जय', 'रवि', 'सर', 'जय', 'नेपाल']",18
हजुर यो कुरा देश सबै जनता ले सुननु परछ अब हुने चुनाव मा नेता हरु सनग हिसाब मागनु परछ,Neutral,19,1,"['हजुर', 'देश', 'जनता', 'सुननु', 'हुने', 'चुनाव', 'नेता', 'सनग', 'हिसाब', 'मागनु']",84
बिजोग छ देशको जनताहरु अझै आफू ठूलो अरु सानो जात भनदै बसदै छन यी मानसिक रोगी हरु हुन छिटै उपचार गर सरकार,Negative,22,1,"['बिजोग', 'देशको', 'जनताहरु', 'अझै', 'ठूलो', 'सानो', 'जात', 'भनदै', 'बसदै', 'छन', 'यी', 'मानसिक', 'रोगी', 'छिटै', 'उपचार', 'गर', 'सरकार']",103
जय नेपाल,Positive,2,1,"['जय', 'नेपाल']",8
हामरो नै कमजोरी छ सधै मासु भातको लागि नेताको पछाडि किन लागछौ,Negative,12,1,"['हामरो', 'कमजोरी', 'सधै', 'मासु', 'भातको', 'नेताको', 'लागछौ']",60
बुलनद आवाजको लागि उचच सममान छ रबि सर,Positive,8,1,"['बुलनद', 'आवाजको', 'उचच', 'सममान', 'रबि', 'सर']",36
किसानहरुले एतरो मलको लागि किन एतरो आनदोलन गरनुइ परने यो कसको लागि हो हामरै लागि किसान हरु दुख गरदैछ तर पनि किन यो सरकार हो कि भरषटाचार ले कुन किसानहरुलाई बुझिदिदैन सब भनदा अगाडि किसान हरुलाई पहिलो पराथमिकता दियोस के हेरछ सरकार थु,Negative,43,1,"['किसानहरुले', 'एतरो', 'मलको', 'एतरो', 'आनदोलन', 'गरनुइ', 'परने', 'हामरै', 'किसान', 'दुख', 'गरदैछ', 'सरकार', 'कि', 'भरषटाचार', 'किसानहरुलाई', 'बुझिदिदैन', 'सब', 'भनदा', 'अगाडि', 'किसान', 'हरुलाई', 'पहिलो', 'पराथमिकता', 'दियोस', 'हेरछ', 'सरकार', 'थु']",229
रबि सर यो कुलनद अावाज का लागि मेरो उचच सनमान,Positive,10,1,"['रबि', 'सर', 'कुलनद', 'अावाज', 'मेरो', 'उचच', 'सनमान']",44
सिधा कुराको परतीकषा मा बसदाबसदै बलल आयो you tube मा अब हेरन सुरु गरियो,Neutral,14,1,"['सिधा', 'कुराको', 'परतीकषा', 'बसदाबसदै', 'बलल', 'आयो', 'tube', 'हेरन', 'सुरु', 'गरियो']",70
सर अब करीकेट बारे विवाद पनि परोगराम मा समेटनु परो हजुर,Negative,11,1,"['सर', 'करीकेट', 'बारे', 'विवाद', 'परोगराम', 'समेटनु', 'परो', 'हजुर']",54
Best present Rabi sir साथीहरु यता पनि भिजिट गरौँ,Neutral,9,1,"['Best', 'present', 'Rabi', 'sir', 'साथीहरु', 'यता', 'भिजिट', 'गरौँ']",48
यो जात छुवाछुत भनने कुरा कामी दमाई सारकी लगायत का जातभितरै झन डरलागदो रहेछ मैले पढेको छु तयसैले पहिला उहाँहरु भितर नै सुधार लयाउनुस अनि बाहिर सुधरिने छ,Negative,28,1,"['जात', 'छुवाछुत', 'कामी', 'दमाई', 'सारकी', 'लगायत', 'जातभितरै', 'झन', 'डरलागदो', 'रहेछ', 'पढेको', 'छु', 'तयसैले', 'पहिला', 'उहाँहरु', 'भितर', 'सुधार', 'लयाउनुस', 'बाहिर', 'सुधरिने']",151
भसटाचार नै भसटाचार ले भलिपुरना भऐको देश नेपाल अनाडि पापी मानछेहरू छि छि,Negative,13,1,"['भसटाचार', 'भसटाचार', 'भलिपुरना', 'भऐको', 'देश', 'नेपाल', 'अनाडि', 'पापी', 'मानछेहरू', 'छि', 'छि']",71
मनै देखी सममान छ रबि दाई को टिम लाई,Positive,9,1,"['मनै', 'देखी', 'सममान', 'रबि', 'दाई', 'टिम']",35
राषटरको हिरो रबि सरलाई सलाम छ,Positive,6,1,"['राषटरको', 'हिरो', 'रबि', 'सरलाई', 'सलाम']",29
Best present Rabi sir साथीहरु यता पनि भिजिट गरौँ,Neutral,9,1,"['Best', 'present', 'Rabi', 'sir', 'साथीहरु', 'यता', 'भिजिट', 'गरौँ']",48
नेपालमा जबसममा बराहमण बादको अनतयहुदैना तबसममा यो घटन घटिनैरहनछ मुखले मातर हमिसममान छौ भनछ तर वयाबारमा कैले परिबरतन गरदैना मुखमा रामराम बगलिमा छुरा,Negative,23,1,"['नेपालमा', 'जबसममा', 'बराहमण', 'बादको', 'अनतयहुदैना', 'तबसममा', 'घटन', 'घटिनैरहनछ', 'मुखले', 'मातर', 'हमिसममान', 'छौ', 'भनछ', 'वयाबारमा', 'कैले', 'परिबरतन', 'गरदैना', 'मुखमा', 'रामराम', 'बगलिमा', 'छुरा']",146
वा सुरुकै भनाई 100 सहि लागयो,Positive,6,1,"['वा', 'सुरुकै', 'भनाई', '100', 'सहि']",28
नयाय नपाए गोरखा जानु भनथे पहिले but ऐले,Neutral,8,1,"['नयाय', 'नपाए', 'गोरखा', 'जानु', 'भनथे', 'ऐले']",39
नयाय नपाए रवि दाईको मा जानु,Positive,6,1,"['नयाय', 'नपाए', 'रवि', 'दाईको', 'जानु']",27
नमसकार जहाँ तहि किसानहरुकाे समसया छ सरकारलाइ रमिता छ सतता र कुचिमा राजनितीक भागबनडा मा जनता पनि उसतै छ पाटी र दलमा कहिले समम समसया उठान गराउने जहुरहरु,Positive,28,1,"['नमसकार', 'तहि', 'किसानहरुकाे', 'समसया', 'सरकारलाइ', 'रमिता', 'सतता', 'कुचिमा', 'राजनितीक', 'भागबनडा', 'जनता', 'उसतै', 'पाटी', 'दलमा', 'कहिले', 'समम', 'समसया', 'उठान', 'गराउने', 'जहुरहरु']",150
सलाम छ रबी सर लगायर समपुरण टिमलाई,Positive,7,1,"['सलाम', 'रबी', 'सर', 'लगायर', 'समपुरण', 'टिमलाई']",33
अब आस भनेको रवि दाइको मातर हो,Positive,7,1,"['आस', 'भनेको', 'रवि', 'दाइको', 'मातर']",29
हरि परसाद पाणडेहाल कतारबाट,Neutral,4,1,"['हरि', 'परसाद', 'पाणडेहाल', 'कतारबाट']",26
अब कषक आफैले मलखाद बनाउनु परछ,Positive,6,1,"['कषक', 'आफैले', 'मलखाद', 'बनाउनु']",29
आतमनिरभ आफै हुनुपरछ सर,Positive,4,1,"['आतमनिरभ', 'आफै', 'हुनुपरछ', 'सर']",22
जय रबि दाइ,Positive,3,1,"['जय', 'रबि', 'दाइ']",10
जातीय विभेद हामरो नेपालमा कहिले हराउने छैन किनकि समाज तयसतै छ र दलित समुदायको युवाहरूले आफनो थर लुकाएर धेरै लाई झुकयाउने गरेको देखिनछ,Negative,23,1,"['जातीय', 'विभेद', 'हामरो', 'नेपालमा', 'कहिले', 'हराउने', 'किनकि', 'समाज', 'तयसतै', 'दलित', 'समुदायको', 'युवाहरूले', 'आफनो', 'थर', 'लुकाएर', 'झुकयाउने', 'गरेको', 'देखिनछ']",133
पतरकार भनेको त रबि सर जसतो हुनु परछ धेरै धेरै सुभकामना छ हजुरलाई,Positive,13,1,"['पतरकार', 'भनेको', 'रबि', 'सर', 'जसतो', 'हुनु', 'सुभकामना', 'हजुरलाई']",64
सबभनदा महततव किसान लाई दिनु परछ सँचार माधयम ले अ नि राजनितिक पारटी ले,Positive,14,1,"['सबभनदा', 'महततव', 'किसान', 'दिनु', 'सँचार', 'माधयम', 'अ', 'नि', 'राजनितिक', 'पारटी']",69
यो हामरो समाजको जातीय बिभेदका कारण धेरै मन दुखेर आउँछ हामी मानछेहरु किन पसुहरु भनदा पनि असिकछित भएका हौ हामी कसतो समाज मा बसेका छौ यो समाज कहिले सिकछित र सुधनछ होलामेन कुरा त कानुन शिकषा र बिकास को कमिले होला अब रबि सर यो जातीय बिभेदको बारेमा दरो खरो तरिकाले गाउँ टोल सहर सबै तिर तपाइको टिमले रिपोरट गरेर तपाइको आवज बाट असिकछित मानछे हरुलाइ सिकछित बनाउने काम गरनु होला,Negative,71,1,"['हामरो', 'समाजको', 'जातीय', 'बिभेदका', 'कारण', 'मन', 'दुखेर', 'आउँछ', 'मानछेहरु', 'पसुहरु', 'भनदा', 'असिकछित', 'भएका', 'हौ', 'कसतो', 'समाज', 'बसेका', 'छौ', 'समाज', 'कहिले', 'सिकछित', 'सुधनछ', 'होलामेन', 'कानुन', 'शिकषा', 'बिकास', 'कमिले', 'रबि', 'सर', 'जातीय', 'बिभेदको', 'दरो', 'खरो', 'तरिकाले', 'गाउँ', 'टोल', 'सहर', 'तिर', 'तपाइको', 'टिमले', 'रिपोरट', 'गरेर', 'तपाइको', 'आवज', 'असिकछित', 'मानछे', 'हरुलाइ', 'सिकछित', 'बनाउने', 'काम']",368
रबि सर ७३५ मिनेट का लागि मातरै अरुको लागि होईन पटककै हुदै होईन फेरी पनि नमसतेतर यो देश लुटेको कति दिन बजाऊनु हुनछ टिभीमायदि बिचार माथि कषमता राखनु भयो भने तिन करोड नेपालीको भागयरेखा कोरी दिनु हो अबको पाँच वरष पछिको हेरन चाहेको देश म भनछु जरूर भनछु सकेछु भने भेटेरै भनछुतर देश लुटेर सकेभने टिभीमा पपुलर भएर कामै छैन छदै छैन म यो सिसटम संग आजित भएर लेखन बाधय भयको हो फेरी सहयोग चाहिएर बोलेको होईन पटककै होइनम त सथानीय निकायको निरवाचन पछि भनछु जरूर भनछु म हेरन चाहेको देशतर देश लुटेको कति दिन बजाऊनु हुनछ टिभीमाके यो देशमा ५०० जना देश कै लागि जनमिएको छैनम मेरो गाउँ त बनाउलायो पनि मेरा लागि अलिकति माथिको कुरा हो मेरो दैनिक ले देखाई राखेको छ यदि नांगो नाच देखेकै हो भनेअबको २० बरष पछि को नेपाल कलपना गरन आगरह गरछु देश लुटेर बिलासी जिबन जिउने संखया कति छ टिभीमा बजाएर कुनै अरथ छैनजिनदगि बाट आजित भएर लेखन बाधय भएतर हारदिनभनछु जरूर भनछु सकेछु छु र पाएछु भने भेटेरै भनछुयो कोलयापस सिसटम मा आजित जिनदगि धेरै थियो समय छैन,Negative,177,1,"['रबि', 'सर', '७३५', 'मिनेट', 'मातरै', 'अरुको', 'होईन', 'पटककै', 'हुदै', 'होईन', 'फेरी', 'नमसतेतर', 'देश', 'लुटेको', 'कति', 'दिन', 'बजाऊनु', 'टिभीमायदि', 'बिचार', 'कषमता', 'राखनु', 'तिन', 'करोड', 'नेपालीको', 'भागयरेखा', 'कोरी', 'दिनु', 'अबको', 'पाँच', 'वरष', 'पछिको', 'हेरन', 'चाहेको', 'देश', 'भनछु', 'जरूर', 'भनछु', 'सकेछु', 'भेटेरै', 'भनछुतर', 'देश', 'लुटेर', 'सकेभने', 'टिभीमा', 'पपुलर', 'भएर', 'कामै', 'छदै', 'सिसटम', 'आजित', 'भएर', 'लेखन', 'बाधय', 'भयको', 'फेरी', 'सहयोग', 'चाहिएर', 'बोलेको', 'होईन', 'पटककै', 'होइनम', 'सथानीय', 'निकायको', 'निरवाचन', 'पछि', 'भनछु', 'जरूर', 'भनछु', 'हेरन', 'चाहेको', 'देशतर', 'देश', 'लुटेको', 'कति', 'दिन', 'बजाऊनु', 'टिभीमाके', 'देशमा', '५००', 'जना', 'देश', 'कै', 'जनमिएको', 'छैनम', 'मेरो', 'गाउँ', 'बनाउलायो', 'मेरा', 'अलिकति', 'माथिको', 'मेरो', 'दैनिक', 'देखाई', 'राखेको', 'नांगो', 'नाच', 'देखेकै', 'भनेअबको', '२०', 'बरष', 'पछि', 'नेपाल', 'कलपना', 'गरन', 'आगरह', 'गरछु', 'देश', 'लुटेर', 'बिलासी', 'जिबन', 'जिउने', 'संखया', 'कति', 'टिभीमा', 'बजाएर', 'अरथ', 'छैनजिनदगि', 'आजित', 'भएर', 'लेखन', 'बाधय', 'भएतर', 'हारदिनभनछु', 'जरूर', 'भनछु', 'सकेछु', 'छु', 'पाएछु', 'भेटेरै', 'भनछुयो', 'कोलयापस', 'सिसटम', 'आजित', 'जिनदगि', 'थियो']",913
हामरो देश मा किसानहरु ले कहिले समम मलको लागि सासती भोगने आफनो देशमा रासायनिक मल कहिले उतपादन होला,Neutral,18,1,"['हामरो', 'देश', 'किसानहरु', 'कहिले', 'समम', 'मलको', 'सासती', 'भोगने', 'आफनो', 'देशमा', 'रासायनिक', 'मल', 'कहिले', 'उतपादन']",97
जय रबि,Positive,2,1,"['जय', 'रबि']",6
आहा रवी सर तपाई को यो शुरुवाती कुरा लाई धयान दीने र सोचने कारयकरता भईदीएको भए साँचचीकै सवरग नै बनने थीयो देश,Positive,22,1,"['आहा', 'रवी', 'सर', 'शुरुवाती', 'धयान', 'दीने', 'सोचने', 'कारयकरता', 'भईदीएको', 'भए', 'साँचचीकै', 'सवरग', 'बनने', 'थीयो', 'देश']",108
हामी जसतो सवतनतर नागरीक ले त सतपरतीशत यो भनाई लाई सवीकरारछौं,Positive,11,1,"['जसतो', 'सवतनतर', 'नागरीक', 'सतपरतीशत', 'भनाई', 'सवीकरारछौं']",60
तर देश मा नागरीक नै भएन,Negative,6,1,"['देश', 'नागरीक', 'भएन']",23
सीरफ कारयकरता भए,Neutral,3,1,"['सीरफ', 'कारयकरता', 'भए']",16
गाँउ गाँउ वसति बाट उठेर नेता चोर फटाहा भरषटाचारी हरु लाई सीमा कटाउनु परछ,Negative,14,1,"['गाँउ', 'गाँउ', 'वसति', 'उठेर', 'नेता', 'चोर', 'फटाहा', 'भरषटाचारी', 'सीमा', 'कटाउनु']",72
रबि सर तपाईंको को नमबर पाउन है केही समसया परेको हुनाले तपाईं सङ जोडिने मादयाम मिलाइदिनुस त,Neutral,17,1,"['रबि', 'सर', 'तपाईंको', 'नमबर', 'पाउन', 'समसया', 'परेको', 'हुनाले', 'सङ', 'जोडिने', 'मादयाम', 'मिलाइदिनुस']",90
रबि सर अरु कुरो एकछिन राखेर किसानहरुको लागि चही धेरै पराथमिकतामा राखेर अगाडि बढाईदिनुस किन कि किसान छैन भने अरब पतिहरुले के पैसा पकाएर खानछ कि किसान ले गरेको अनन खाएर बाचछ रबि सर हजुर नै हुनुनछ यो कुरोको लागि,Negative,40,1,"['रबि', 'सर', 'कुरो', 'एकछिन', 'राखेर', 'किसानहरुको', 'चही', 'पराथमिकतामा', 'राखेर', 'अगाडि', 'बढाईदिनुस', 'कि', 'किसान', 'अरब', 'पतिहरुले', 'पैसा', 'पकाएर', 'खानछ', 'कि', 'किसान', 'गरेको', 'अनन', 'खाएर', 'बाचछ', 'रबि', 'सर', 'हजुर', 'हुनुनछ', 'कुरोको']",208
रबि sir यो सरकारी हो पुलिस पनि मिलेको x जसको पहुच xaina tesko नेपाल म बाचन अधिकार xaina रबि दाइ,Neutral,20,1,"['रबि', 'sir', 'सरकारी', 'पुलिस', 'मिलेको', 'x', 'पहुच', 'xaina', 'tesko', 'नेपाल', 'बाचन', 'xaina', 'रबि', 'दाइ']",95
